zone	zone_name	npc_id	npc_name	race	class	level	faction_name	bodytype	class_name
erudnint	The Erudin Palace	23054	Vall_Stonewisp	78	41	45	Merchants of Erudin	1	Class 41
erudnint	The Erudin Palace	23055	Tan_Monosty	78	41	45	Merchants of Erudin	1	Class 41
erudnint	The Erudin Palace	23056	Judge_Monosty	78	41	45	Merchants of Erudin	1	Class 41
erudnint	The Erudin Palace	23062	Tyrena_Monosty	3	40	45	Merchants of Erudin	1	Class 40
felwithea	Northern Felwithe	61000	a_rodent	36	1	1	NULL	21	Warrior
felwithea	Northern Felwithe	61092	a_Frostfell_Goblin	433	1	1	NULL	1	Warrior
felwithea	Northern Felwithe	61093	Hargar_the_Velium_Chef	8	1	1	NULL	1	Warrior
felwithea	Northern Felwithe	61094	Fireworks_Engineer_Fabdabus	12	1	1	NULL	1	Warrior
felwithea	Northern Felwithe	61014	Exterminator_Valern	5	1	40	NULL	1	Warrior
felwithea	Northern Felwithe	61061	Banker_Rylisan	5	40	40	NULL	1	Class 40
felwithea	Northern Felwithe	61062	Banker_Tintal	5	40	40	NULL	1	Class 40
felwithea	Northern Felwithe	61085	Lieutenant_Rosaed	106	3	41	NULL	1	Paladin
felwithea	Northern Felwithe	61071	Priest_of_Discord	1	2	50	NULL	1	Cleric
felwithea	Northern Felwithe	61066	Lord_Nethryn	5	2	61	NULL	1	Cleric
felwithea	Northern Felwithe	61023	Ann_Oma	5	63	65	NULL	1	Class 63
felwithea	Northern Felwithe	61067	Soulbinder_Elendalira	5	1	65	NULL	1	Warrior
felwithea	Northern Felwithe	61070	Larroniae_Huial	5	12	65	NULL	1	Wizard
felwithea	Northern Felwithe	61091	Santug_Claugg	10	1	70	NULL	1	Warrior
felwithea	Northern Felwithe	61089	#Galrun_Starforge	5	3	70	NULL	1	Paladin
felwithea	Northern Felwithe	61017	Terren_Starwatcher	5	41	40	Clerics of Tunare	1	Class 41
felwithea	Northern Felwithe	61027	Arrias_Arcanum	5	2	40	Clerics of Tunare	1	Cleric
felwithea	Northern Felwithe	61035	Lieutenant_Rosaed	106	3	42	Clerics of Tunare	1	Paladin
felwithea	Northern Felwithe	61013	Elia_the_Pure	5	2	55	Clerics of Tunare	1	Cleric
felwithea	Northern Felwithe	61024	Tynkale	5	22	61	Clerics of Tunare	1	Class 22
felwithea	Northern Felwithe	61025	Yeolarn_Bronzeleaf	5	21	61	Clerics of Tunare	1	Cleric (NPC)
felwithea	Northern Felwithe	61026	General_Jyleel	5	22	61	Clerics of Tunare	1	Class 22
felwithea	Northern Felwithe	61078	Guard_Evital	106	3	38	Emerald Warriors	1	Paladin
felwithea	Northern Felwithe	61087	Guard_Jassong	106	3	38	Emerald Warriors	1	Paladin
felwithea	Northern Felwithe	61086	Guard_Settine	106	3	38	Emerald Warriors	1	Paladin
felwithea	Northern Felwithe	61084	Guard_Meadom	106	3	38	Emerald Warriors	1	Paladin
felwithea	Northern Felwithe	61077	Guard_Crucorn	106	3	38	Emerald Warriors	1	Paladin
felwithea	Northern Felwithe	61001	Guard_Evital	106	3	39	Emerald Warriors	1	Paladin
felwithea	Northern Felwithe	61074	Guard_Hutian	106	3	39	Emerald Warriors	1	Paladin
felwithea	Northern Felwithe	61004	Guard_Settine	106	3	39	Emerald Warriors	1	Paladin
felwithea	Northern Felwithe	61076	Guard_Meadom	106	3	39	Emerald Warriors	1	Paladin
felwithea	Northern Felwithe	61036	Guard_Crucorn	106	3	39	Emerald Warriors	1	Paladin
felwithea	Northern Felwithe	61037	Guard_Lovayn	106	3	39	Emerald Warriors	1	Paladin
felwithea	Northern Felwithe	61007	Guard_Wisnyw	106	3	40	Emerald Warriors	1	Paladin
felwithea	Northern Felwithe	61008	Guard_Legver	106	3	40	Emerald Warriors	1	Paladin
felwithea	Northern Felwithe	61009	Guard_Meadom	106	3	40	Emerald Warriors	1	Paladin
felwithea	Northern Felwithe	61038	Guard_Trerun	106	3	40	Emerald Warriors	1	Paladin
felwithea	Northern Felwithe	61039	Guard_Kiston	106	3	40	Emerald Warriors	1	Paladin
felwithea	Northern Felwithe	61002	Guard_Hutian	106	3	41	Emerald Warriors	1	Paladin
felwithea	Northern Felwithe	61072	Guard_Kiston	106	3	41	Emerald Warriors	1	Paladin
felwithea	Northern Felwithe	61003	Guard_Jassong	106	3	42	Emerald Warriors	1	Paladin
felwithea	Northern Felwithe	61005	Guard_Allmayn	106	3	42	Emerald Warriors	1	Paladin
felwithea	Northern Felwithe	61006	Guard_Mystan	106	3	42	Emerald Warriors	1	Paladin
felwithea	Northern Felwithe	61075	Guard_Wisnyw	106	3	42	Emerald Warriors	1	Paladin
felwithea	Northern Felwithe	61011	Tolkar_Parlone	5	14	35	Keepers of the Art	1	Enchanter
felwithea	Northern Felwithe	61069	Tacar_Tissleplay	4	8	25	League of Antonican Bards	1	Bard
felwithea	Northern Felwithe	61065	Laernian_Caelael	5	41	25	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61034	Merchant_Nora	5	41	35	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61010	Elytan_Rantas	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61015	Seria_Woodwind	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61016	Seleni_Treekeeper	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61018	Terri_Woodshape	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61019	Allia_Moondancer	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61020	Celest_Palestream	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61021	Wellin_Brookleap	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61022	Assa_Leafwind	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61028	Bedida_Claygrinder	8	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61029	Serenica_Greenfinger	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61030	Alladria_Skyetcher	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61031	Feraniel_Leafsway	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61040	Tam_Slyspan	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61041	Fishmonger_Jassa	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61042	Rolyn_Longwalker	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61043	Merchant_Silspin	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61044	Merchant_Tyslin	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61045	Merchant_Issynal	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61046	Merchant_Longarrow	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61047	Merchant_Dantree	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61048	Opal_Leganyn	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61049	Tolis_Fearnone	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61050	Inkeeper_Freegraze	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61051	Fishmonger_Issa	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61052	Wela_Muselender	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61053	Tyle_Songwhisper	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61054	Merchant_Sorintal	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61055	Merchant_Deerchaser	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61056	Merchant_Tearlan	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61057	Merchant_Irontree	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61058	Merchant_Silverkale	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61059	Merchant_Tissan	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61060	Merchant_Silvenspin	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61063	Tylar_Windspirit	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61064	Isyna_Firspanyl	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61068	Chenori_Berinal	5	41	40	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61032	Nerrisia_Irontree	5	41	50	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61033	Tanalin_Silverkale	5	41	50	Merchants of Felwithe	1	Class 41
felwithea	Northern Felwithe	61012	Challice	5	2	30	Truespirit	1	Cleric
felwitheb	Southern Felwithe	62037	Thwinose_Vilgarn	5	1	65	NULL	1	Warrior
felwitheb	Southern Felwithe	62000	Joren_Nobleheart	5	3	60	Deepwater Knights	1	Paladin
felwitheb	Southern Felwithe	62023	Guard_Mystan	106	3	38	Emerald Warriors	1	Paladin
felwitheb	Southern Felwithe	62032	Guard_Plage	106	3	39	Emerald Warriors	1	Paladin
felwitheb	Southern Felwithe	62033	Guard_Tistan	106	3	39	Emerald Warriors	1	Paladin
felwitheb	Southern Felwithe	62024	Guard_Tynthal	106	3	42	Emerald Warriors	1	Paladin
felwitheb	Southern Felwithe	62025	Guard_Psape	106	3	42	Emerald Warriors	1	Paladin
felwitheb	Southern Felwithe	62034	Guard_Spioko	106	3	42	Emerald Warriors	1	Paladin
felwitheb	Southern Felwithe	62035	Guard_Golyn	106	3	42	Emerald Warriors	1	Paladin
felwitheb	Southern Felwithe	62018	Farios_Elianos	5	12	50	Keepers of the Art	1	Wizard
felwitheb	Southern Felwithe	62017	Elishia_Leafrunner	5	14	55	Keepers of the Art	1	Enchanter
felwitheb	Southern Felwithe	62019	Tarker_Blazetoss	5	31	61	Keepers of the Art	1	Class 31
felwitheb	Southern Felwithe	62020	Kinool_Goldsinger	5	33	61	Keepers of the Art	1	Class 33
felwitheb	Southern Felwithe	62021	Niola_Impholder	5	32	61	Keepers of the Art	1	Class 32
felwitheb	Southern Felwithe	62036	Yuin_Starchaser	5	33	61	Keepers of the Art	1	Class 33
felwitheb	Southern Felwithe	62030	Merchant_Jewyln	5	41	38	Merchants of Felwithe	1	Class 41
felwitheb	Southern Felwithe	62001	Nestess_Branchtop	5	41	40	Merchants of Felwithe	1	Class 41
felwitheb	Southern Felwithe	62002	Est_Treewalker	5	41	40	Merchants of Felwithe	1	Class 41
felwitheb	Southern Felwithe	62003	Seren_the_Swift	5	41	40	Merchants of Felwithe	1	Class 41
felwitheb	Southern Felwithe	62004	Porra	5	41	40	Merchants of Felwithe	1	Class 41
felwitheb	Southern Felwithe	62005	Xista_Finder	5	41	40	Merchants of Felwithe	1	Class 41
felwitheb	Southern Felwithe	62006	Berill_Gladeleaper	5	41	40	Merchants of Felwithe	1	Class 41
felwitheb	Southern Felwithe	62007	Celent_Newmist	5	41	40	Merchants of Felwithe	1	Class 41
felwitheb	Southern Felwithe	62008	Serri_Moonwatcher	5	41	40	Merchants of Felwithe	1	Class 41
felwitheb	Southern Felwithe	62009	Stormy	5	41	40	Merchants of Felwithe	1	Class 41
felwitheb	Southern Felwithe	62010	Quiss_Stormseeker	5	41	40	Merchants of Felwithe	1	Class 41
felwitheb	Southern Felwithe	62011	Reff_Truewood	5	41	40	Merchants of Felwithe	1	Class 41
felwitheb	Southern Felwithe	62012	Osisa_Goldenspear	5	41	40	Merchants of Felwithe	1	Class 41
felwitheb	Southern Felwithe	62013	Elle_Leafdancer	5	41	40	Merchants of Felwithe	1	Class 41
felwitheb	Southern Felwithe	62014	Griff_Candleflame	5	41	40	Merchants of Felwithe	1	Class 41
felwitheb	Southern Felwithe	62015	Vellera_Wintergreen	5	41	40	Merchants of Felwithe	1	Class 41
felwitheb	Southern Felwithe	62016	Srell_Tumblebrook	5	41	40	Merchants of Felwithe	1	Class 41
felwitheb	Southern Felwithe	62022	Alicia_Starshimmer	5	41	40	Merchants of Felwithe	1	Class 41
felwitheb	Southern Felwithe	62026	Merchant_Tyslin	5	41	40	Merchants of Felwithe	1	Class 41
felwitheb	Southern Felwithe	62027	Merchant_Moonthread	5	41	40	Merchants of Felwithe	1	Class 41
felwitheb	Southern Felwithe	62028	Merchant_Yisasan	5	41	40	Merchants of Felwithe	1	Class 41
felwitheb	Southern Felwithe	62031	Merchant_Earlyn	5	41	40	Merchants of Felwithe	1	Class 41
felwitheb	Southern Felwithe	62029	Merchant_Lyssia	5	41	43	Merchants of Felwithe	1	Class 41
freporte	East Freeport	10005	a_large_rat	36	1	1	NULL	21	Warrior
freporte	East Freeport	10013	a_rodent	36	1	1	NULL	21	Warrior
freporte	East Freeport	10160	Biggle_Limbokker	11	9	19	NULL	1	Rogue
freporte	East Freeport	10179	Biggle_Limbokker	11	9	21	NULL	1	Rogue
freporte	East Freeport	10165	Palana_Willin	7	1	25	NULL	1	Warrior
freporte	East Freeport	10029	a_grubby_rogue	11	9	40	NULL	1	Rogue
freporte	East Freeport	10116	Wenden_Blackhammer	8	1	50	NULL	1	Warrior
freporte	East Freeport	10117	Kargek_Redblade	1	1	50	NULL	1	Warrior
freporte	East Freeport	10130	Jheron_Felkis	1	13	50	NULL	1	Magician
freporte	East Freeport	10132	Priest_of_Discord	1	2	50	NULL	1	Cleric
freporte	East Freeport	10183	SirensBane	72	1	50	NULL	11	Warrior
freporte	East Freeport	10188	water_lily	240	1	50	NULL	11	Warrior
freporte	East Freeport	10115	Cartographer_Piri	1	12	60	NULL	1	Wizard
freporte	East Freeport	10041	Gartrog_Smitehammer	8	1	61	NULL	1	Warrior
freporte	East Freeport	10037	Xon_Stonehands	1	63	65	NULL	1	Class 63
freporte	East Freeport	10123	Miocaei_Herlsas	1	11	65	NULL	1	Necromancer
freporte	East Freeport	10192	Freeport_Harbormaster	240	1	99	NULL	11	Warrior
freporte	East Freeport	10155	#Translocator_Setikan	12	12	1	Beta Neutral	1	Wizard
freporte	East Freeport	10191	Soulbinder_Grunson	1	1	65	Beta Neutral	1	Warrior
freporte	East Freeport	10193	Lyda_Nasin	1	1	3	Coalition of Tradefolk	1	Warrior
freporte	East Freeport	10026	Brunar_Rankin	2	9	10	Coalition of Tradefolk	1	Rogue
freporte	East Freeport	10113	Zenita_D`Rin	6	9	10	Coalition of Tradefolk	1	Rogue
freporte	East Freeport	10173	Brunar_Rankin	2	9	11	Coalition of Tradefolk	1	Rogue
freporte	East Freeport	10153	Zenita_D`Rin	6	9	12	Coalition of Tradefolk	1	Rogue
freporte	East Freeport	10147	Henna_Treghost	71	41	18	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10062	Winda_Lylil	71	41	20	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10063	Henna_Treghost	71	41	21	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10172	Henna_Treghost	71	41	22	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10184	Rolfic_Gohar	1	41	30	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10038	Ralfson_Gerositan	1	41	40	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10042	Innkeep_Paggie	71	41	45	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10046	Jenna_Smith	71	41	45	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10047	Klan_Smith	44	41	45	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10048	Gord_Smith	44	41	45	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10049	Lynda_Tapper	71	41	45	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10053	Tohsan_Hallard	44	41	45	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10058	Innkeep_Nasumi	71	41	45	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10061	Jaleel_Hoglomp	71	41	45	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10068	Sissin_Tanner	71	41	45	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10073	Myrissa_O`Donner	71	41	45	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10075	Monita_O`Donner	71	41	45	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10076	Cloud_Alemaker	71	41	45	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10077	Tislan	71	41	45	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10079	Sun_Alemaker	71	41	45	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10080	Valentin_Fireheart	71	41	45	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10086	Jillian_Dayson	71	41	45	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10087	Issilyn_Ristan	71	41	45	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10131	Daria_Smith	71	41	45	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10104	Tenni_Kohern	71	41	47	Coalition of Tradefolk	1	Class 41
freporte	East Freeport	10105	Nestral_TGaza	6	28	61	Coalition of Tradefolk	1	Class 28
freporte	East Freeport	10106	Beur_Tenlah	1	28	61	Coalition of Tradefolk	1	Class 28
freporte	East Freeport	10108	Elisi_Nasin	1	28	61	Coalition of Tradefolk	1	Class 28
freporte	East Freeport	10154	Tovan_Tenlah	7	28	61	Coalition of Tradefolk	1	Class 28
freporte	East Freeport	10107	Harkin_Duskfoot	8	28	61	Coalition of Tradefolk	1	Class 28
freporte	East Freeport	10012	Imxil_Tbrow	6	1	10	Coalition of Tradefolk Underground	1	Warrior
freporte	East Freeport	10122	Gren_Frikniller	11	9	14	Coalition of Tradefolk Underground	1	Rogue
freporte	East Freeport	10128	Rigg_Nostra	1	9	15	Coalition of Tradefolk Underground	1	Rogue
freporte	East Freeport	10176	Swiftfingers	12	9	16	Coalition of Tradefolk Underground	1	Rogue
freporte	East Freeport	10007	Swiftfingers	12	9	17	Coalition of Tradefolk Underground	1	Rogue
freporte	East Freeport	10009	Scar	6	9	18	Coalition of Tradefolk Underground	1	Rogue
freporte	East Freeport	10064	Gregor_Nasin	44	41	19	Coalition of Tradefolk Underground	1	Class 41
freporte	East Freeport	10011	Lunce_Nasin	44	41	20	Coalition of Tradefolk Underground	1	Class 41
freporte	East Freeport	10051	Nesin_Tapper	44	41	20	Coalition of Tradefolk Underground	1	Class 41
freporte	East Freeport	10171	Gregor_Nasin	44	41	21	Coalition of Tradefolk Underground	1	Class 41
freporte	East Freeport	10052	Harg_Tonicka	44	41	25	Coalition of Tradefolk Underground	1	Class 41
freporte	East Freeport	10125	Quan_Nektogo	1	9	30	Coalition of Tradefolk Underground	1	Rogue
freporte	East Freeport	10126	Jerra_Renlock	1	9	30	Coalition of Tradefolk Underground	1	Rogue
freporte	East Freeport	10044	Tarn_Bearcrusher	1	1	35	Coalition of Tradefolk Underground	1	Warrior
freporte	East Freeport	10129	Verona_Rankin	1	9	35	Coalition of Tradefolk Underground	1	Rogue
freporte	East Freeport	10043	Innkeep_Rastle	44	41	45	Coalition of Tradefolk Underground	1	Class 41
freporte	East Freeport	10059	Innkeep_Hunter	44	41	45	Coalition of Tradefolk Underground	1	Class 41
freporte	East Freeport	10065	Tanlok_Harson	44	41	45	Coalition of Tradefolk Underground	1	Class 41
freporte	East Freeport	10066	Iseba_Gargurd	44	41	45	Coalition of Tradefolk Underground	1	Class 41
freporte	East Freeport	10067	Tarker_Gargurd	44	41	45	Coalition of Tradefolk Underground	1	Class 41
freporte	East Freeport	10069	Sanhan_Tanner	44	41	45	Coalition of Tradefolk Underground	1	Class 41
freporte	East Freeport	10070	Winsa_Tanner	71	41	45	Coalition of Tradefolk Underground	1	Class 41
freporte	East Freeport	10071	Winlar_Tanner	44	41	45	Coalition of Tradefolk Underground	1	Class 41
freporte	East Freeport	10072	Ston_O`Donner	44	41	45	Coalition of Tradefolk Underground	1	Class 41
freporte	East Freeport	10074	Slan_ODonner	44	41	45	Coalition of Tradefolk Underground	1	Class 41
freporte	East Freeport	10078	River_Alemaker	44	41	45	Coalition of Tradefolk Underground	1	Class 41
freporte	East Freeport	10081	Ikthar_Fireheart	44	41	45	Coalition of Tradefolk Underground	1	Class 41
freporte	East Freeport	10083	Kif	44	41	45	Coalition of Tradefolk Underground	1	Class 41
freporte	East Freeport	10112	Palatos_Kynarn	3	14	22	Craftkeepers	1	Enchanter
freporte	East Freeport	10002	a_deathfist_pawn	54	1	2	Death Fist Orcs	1	Warrior
freporte	East Freeport	10166	Orc_Centurion	54	1	6	Death Fist Orcs	1	Warrior
freporte	East Freeport	10159	Orc_Centurion	54	1	8	Death Fist Orcs	1	Warrior
freporte	East Freeport	10139	Bait_Masterson	1	1	25	Deepwater Knights	1	Warrior
freporte	East Freeport	10178	Lydl_the_Great	1	12	2	Dismal Rage	1	Wizard
freporte	East Freeport	10181	Lydl_the_Great	1	12	3	Dismal Rage	1	Wizard
freporte	East Freeport	10150	Jak_Sindin	55	9	4	Dismal Rage	1	Rogue
freporte	East Freeport	10162	Lydl_the_Great	1	12	4	Dismal Rage	1	Wizard
freporte	East Freeport	10045	Jak_Sindin	55	9	6	Dismal Rage	1	Rogue
freporte	East Freeport	10090	Prasen_Rusgor	44	41	24	Dismal Rage	1	Class 41
freporte	East Freeport	10089	Banor_Raglesin	44	41	28	Dismal Rage	1	Class 41
freporte	East Freeport	10088	Celanie_Xtoria	44	41	30	Dismal Rage	1	Class 41
freporte	East Freeport	10030	Tagus_Wunne	71	41	45	Dismal Rage	1	Class 41
freporte	East Freeport	10031	Sermio_Capret	44	41	45	Dismal Rage	1	Class 41
freporte	East Freeport	10032	Itzia_Vunpe	71	41	45	Dismal Rage	1	Class 41
freporte	East Freeport	10033	Ainla_Yurimar	71	41	45	Dismal Rage	1	Class 41
freporte	East Freeport	10034	Hundle_Quatvel	44	41	45	Dismal Rage	1	Class 41
freporte	East Freeport	10035	Peku_Croxe	44	41	45	Dismal Rage	1	Class 41
freporte	East Freeport	10036	Mika_Fugas	71	41	45	Dismal Rage	1	Class 41
freporte	East Freeport	10091	Thuzin_Kaver	1	30	61	Dismal Rage	1	Class 30
freporte	East Freeport	10092	Mheno_Raveus	1	30	61	Dismal Rage	1	Class 30
freporte	East Freeport	10093	Xelha_Nevagon	1	30	61	Dismal Rage	1	Class 30
freporte	East Freeport	10096	Brek_Stolrus	1	21	61	Dismal Rage	1	Cleric (NPC)
freporte	East Freeport	10097	Vesagar_Nekio	1	21	61	Dismal Rage	1	Cleric (NPC)
freporte	East Freeport	10098	Venox_Tarkog	1	21	61	Dismal Rage	1	Cleric (NPC)
freporte	East Freeport	10099	Gunex_Eklar	1	24	61	Dismal Rage	1	Class 24
freporte	East Freeport	10100	Raltur_Caliskon	1	24	61	Dismal Rage	1	Class 24
freporte	East Freeport	10101	Netuk_Phenzon	1	24	61	Dismal Rage	1	Class 24
freporte	East Freeport	10102	Pietro_Zarn	1	24	61	Dismal Rage	1	Class 24
freporte	East Freeport	10118	Brutol_Rhaksen	2	20	61	Dismal Rage	1	Warrior (NPC)
freporte	East Freeport	10119	Nexvok_Thirod	1	31	61	Dismal Rage	1	Class 31
freporte	East Freeport	10120	Konious_Eranon	1	33	61	Dismal Rage	1	Class 33
freporte	East Freeport	10121	Heneva_Jexsped	1	32	61	Dismal Rage	1	Class 32
freporte	East Freeport	10124	Marv_Orilis	1	30	61	Dismal Rage	1	Class 30
freporte	East Freeport	10010	Giz_Dinree	6	9	14	Ebon Mask	1	Rogue
freporte	East Freeport	10177	Giz_Dinree	6	9	16	Ebon Mask	1	Rogue
freporte	East Freeport	10138	Jyle_Windshot	1	9	3	Faydarks Champions	1	Rogue
freporte	East Freeport	10175	Jyle_Windshot	1	9	4	Faydarks Champions	1	Rogue
freporte	East Freeport	10008	Jyle_Windshot	1	9	5	Faydarks Champions	1	Rogue
freporte	East Freeport	10186	Tlin_Bowfright	4	1	30	Faydarks Champions	1	Warrior
freporte	East Freeport	10190	Roghur_Muleson	8	41	45	Kaladim Merchants	1	Class 41
freporte	East Freeport	10182	Talym_Shoontar	2	1	15	Karana Residents	1	Warrior
freporte	East Freeport	10082	Sir_Ranlon	44	41	45	Knights of Truth	1	Class 41
freporte	East Freeport	10028	a_shark	61	1	3	KOS	21	Warrior
freporte	East Freeport	10167	a_shark	61	1	4	KOS	21	Warrior
freporte	East Freeport	10146	a_shark	61	1	5	KOS	21	Warrior
freporte	East Freeport	10180	a_wolf	42	1	5	KOS_animal	21	Warrior
freporte	East Freeport	10050	Canlan_Talespinner	1	1	15	League of Antonican Bards	1	Warrior
freporte	East Freeport	10141	Trolon_Lightleer	1	1	15	League of Antonican Bards	1	Warrior
freporte	East Freeport	10158	Branis_Noolright	1	8	20	League of Antonican Bards	1	Bard
freporte	East Freeport	10014	Jasmine_Yiur	1	1	25	League of Antonican Bards	1	Warrior
freporte	East Freeport	10114	Fabian	1	1	25	League of Antonican Bards	1	Warrior
freporte	East Freeport	10156	Lozani	12	12	30	Merchants of Ak`Anon	1	Wizard
freporte	East Freeport	10136	Lenka_Stoutheart	2	1	35	Merchants of Halas	1	Warrior
freporte	East Freeport	10127	Grendig	8	1	12	Merchants of Kaladim	1	Warrior
freporte	East Freeport	10195	Groflah_Steadirt	8	41	20	Merchants of Kaladim	1	Class 41
freporte	East Freeport	10006	a_fire_beetle	22	1	2	Nature Animal - Beetle	22	Warrior
freporte	East Freeport	10001	a_bat	34	1	1	Noobie Monsters KOS to Guards	21	Warrior
freporte	East Freeport	10004	a_decaying_skeleton	367	1	1	Noobie Monsters KOS to Guards	3	Warrior
freporte	East Freeport	10134	a_stonesnake	37	1	1	Noobie Monsters KOS to Guards	21	Warrior
freporte	East Freeport	10003	a_decaying_skeleton	367	1	2	Noobie Monsters KOS to Guards	3	Warrior
freporte	East Freeport	10094	Opal_Darkbriar	6	30	61	Opal Darkbriar	1	Class 30
freporte	East Freeport	10040	Saxarivza_Zaxun	6	2	40	Priests of Innoruuk	1	Cleric
freporte	East Freeport	10163	Plnorrick_Spinecracker	9	1	30	Steel Warriors	1	Warrior
freporte	East Freeport	10199	Sir_Edwin_Motte	1	3	33	Steel Warriors	1	Paladin
freporte	East Freeport	10095	Zhem_Xecia	1	21	61	The Dead	1	Cleric (NPC)
freporte	East Freeport	10145	Rin_Distlemor	55	9	4	The Freeport Militia	1	Rogue
freporte	East Freeport	10017	Rin_Distlemor	55	9	5	The Freeport Militia	1	Rogue
freporte	East Freeport	10170	Rin_Distlemor	55	9	6	The Freeport Militia	1	Rogue
freporte	East Freeport	10016	Olunea_Miltin	1	1	8	The Freeport Militia	1	Warrior
freporte	East Freeport	10084	Guard_Fentallin	44	1	16	The Freeport Militia	1	Warrior
freporte	East Freeport	10152	Guard_Bittmin	44	1	27	The Freeport Militia	1	Warrior
freporte	East Freeport	10021	Guard_Orpheen	44	1	28	The Freeport Militia	1	Warrior
freporte	East Freeport	10174	Guard_Bittmin	44	1	28	The Freeport Militia	1	Warrior
freporte	East Freeport	10142	Guard_Orpheen	44	1	29	The Freeport Militia	1	Warrior
freporte	East Freeport	10109	Guard_Nlool	44	1	29	The Freeport Militia	1	Warrior
freporte	East Freeport	10111	Guard_Bittmin	44	1	29	The Freeport Militia	1	Warrior
freporte	East Freeport	10020	Guard_Xyxax	44	1	30	The Freeport Militia	1	Warrior
freporte	East Freeport	10022	Guard_Yandellen	44	1	30	The Freeport Militia	1	Warrior
