zone	zone_name	expansion	spawngroupID	npcID	npc_name	race	class	level	npc_faction_id	primary_faction	bodytype	isquest	merchant_id
felwithea	Northern Felwithe	0	7193	61059	Merchant_Tissan	5	41	40	367	Merchants of Felwithe	1	0	61059
felwithea	Northern Felwithe	0	7194	61060	Merchant_Silvenspin	5	41	40	367	Merchants of Felwithe	1	0	61060
felwithea	Northern Felwithe	0	7195	61061	Banker_Rylisan	5	40	40	0	NULL	1	0	0
felwithea	Northern Felwithe	0	7196	61062	Banker_Tintal	5	40	40	0	NULL	1	0	0
felwithea	Northern Felwithe	0	7197	61063	Tylar_Windspirit	5	41	40	367	Merchants of Felwithe	1	0	61063
felwithea	Northern Felwithe	0	7198	61064	Isyna_Firspanyl	5	41	40	367	Merchants of Felwithe	1	0	61064
felwithea	Northern Felwithe	0	7202	61068	Chenori_Berinal	5	41	40	367	Merchants of Felwithe	1	1	61068
felwithea	Northern Felwithe	0	5747	61002	Guard_Hutian	106	3	41	256	Emerald Warriors	1	0	0
felwithea	Northern Felwithe	0	1292	61085	Lieutenant_Rosaed	106	3	41	0	NULL	1	1	0
felwithea	Northern Felwithe	0	1288	61072	Guard_Kiston	106	3	41	256	Emerald Warriors	1	0	0
felwithea	Northern Felwithe	0	5746	61003	Guard_Jassong	106	3	42	256	Emerald Warriors	1	0	0
felwithea	Northern Felwithe	0	5743	61005	Guard_Allmayn	106	3	42	256	Emerald Warriors	1	0	0
felwithea	Northern Felwithe	0	5742	61006	Guard_Mystan	106	3	42	256	Emerald Warriors	1	0	0
felwithea	Northern Felwithe	0	5741	61075	Guard_Wisnyw	106	3	42	256	Emerald Warriors	1	0	0
felwithea	Northern Felwithe	0	1292	61035	Lieutenant_Rosaed	106	3	42	1439	Clerics of Tunare	1	1	0
felwithea	Northern Felwithe	0	1295	61032	Nerrisia_Irontree	5	41	50	367	Merchants of Felwithe	1	0	61032
felwithea	Northern Felwithe	0	1294	61033	Tanalin_Silverkale	5	41	50	367	Merchants of Felwithe	1	1	61033
felwithea	Northern Felwithe	0	7205	61071	Priest_of_Discord	1	2	50	0	NULL	1	0	0
felwithea	Northern Felwithe	0	5734	61013	Elia_the_Pure	5	2	55	1111	Clerics of Tunare	1	1	0
felwithea	Northern Felwithe	0	1266	61024	Tynkale	5	22	61	1111	Clerics of Tunare	1	1	0
felwithea	Northern Felwithe	0	1267	61025	Yeolarn_Bronzeleaf	5	21	61	1111	Clerics of Tunare	1	1	0
felwithea	Northern Felwithe	0	1302	61026	General_Jyleel	5	22	61	1111	Clerics of Tunare	1	1	0
felwithea	Northern Felwithe	0	7200	61066	Lord_Nethryn	5	2	61	0	NULL	1	1	0
felwithea	Northern Felwithe	0	1265	61023	Ann_Oma	5	63	65	0	NULL	1	0	0
felwithea	Northern Felwithe	0	7201	61067	Soulbinder_Elendalira	5	1	65	0	NULL	1	1	0
felwithea	Northern Felwithe	0	7204	61070	Larroniae_Huial	5	12	65	0	NULL	1	1	0
felwithea	Northern Felwithe	0	110222	61091	Santug_Claugg	10	1	70	0	NULL	1	0	0
felwithea	Northern Felwithe	0	275169	61089	#Galrun_Starforge	5	3	70	0	NULL	1	0	0
felwitheb	Southern Felwithe	0	7210	62023	Guard_Mystan	106	3	38	256	Emerald Warriors	1	0	0
felwitheb	Southern Felwithe	0	7217	62030	Merchant_Jewyln	5	41	38	367	Merchants of Felwithe	1	0	62030
felwitheb	Southern Felwithe	0	7219	62032	Guard_Plage	106	3	39	256	Emerald Warriors	1	0	0
felwitheb	Southern Felwithe	0	7220	62033	Guard_Tistan	106	3	39	256	Emerald Warriors	1	0	0
felwitheb	Southern Felwithe	0	1307	62001	Nestess_Branchtop	5	41	40	367	Merchants of Felwithe	1	0	62001
felwitheb	Southern Felwithe	0	1308	62002	Est_Treewalker	5	41	40	367	Merchants of Felwithe	1	0	62002
felwitheb	Southern Felwithe	0	1309	62003	Seren_the_Swift	5	41	40	367	Merchants of Felwithe	1	0	62003
felwitheb	Southern Felwithe	0	1310	62004	Porra	5	41	40	367	Merchants of Felwithe	1	0	62004
felwitheb	Southern Felwithe	0	1311	62005	Xista_Finder	5	41	40	367	Merchants of Felwithe	1	0	62005
felwitheb	Southern Felwithe	0	1312	62006	Berill_Gladeleaper	5	41	40	367	Merchants of Felwithe	1	0	62006
felwitheb	Southern Felwithe	0	1313	62007	Celent_Newmist	5	41	40	367	Merchants of Felwithe	1	0	62007
felwitheb	Southern Felwithe	0	1314	62008	Serri_Moonwatcher	5	41	40	367	Merchants of Felwithe	1	0	62008
felwitheb	Southern Felwithe	0	1315	62009	Stormy	5	41	40	367	Merchants of Felwithe	1	0	62009
felwitheb	Southern Felwithe	0	1316	62010	Quiss_Stormseeker	5	41	40	367	Merchants of Felwithe	1	0	62010
felwitheb	Southern Felwithe	0	1317	62011	Reff_Truewood	5	41	40	367	Merchants of Felwithe	1	0	62011
felwitheb	Southern Felwithe	0	1318	62012	Osisa_Goldenspear	5	41	40	367	Merchants of Felwithe	1	0	62012
felwitheb	Southern Felwithe	0	1319	62013	Elle_Leafdancer	5	41	40	367	Merchants of Felwithe	1	0	62013
felwitheb	Southern Felwithe	0	1306	62014	Griff_Candleflame	5	41	40	367	Merchants of Felwithe	1	0	62014
felwitheb	Southern Felwithe	0	1305	62015	Vellera_Wintergreen	5	41	40	367	Merchants of Felwithe	1	0	62015
felwitheb	Southern Felwithe	0	1304	62016	Srell_Tumblebrook	5	41	40	367	Merchants of Felwithe	1	0	62016
felwitheb	Southern Felwithe	0	7209	62022	Alicia_Starshimmer	5	41	40	367	Merchants of Felwithe	1	0	62022
felwitheb	Southern Felwithe	0	7213	62026	Merchant_Tyslin	5	41	40	367	Merchants of Felwithe	1	0	62026
felwitheb	Southern Felwithe	0	7214	62027	Merchant_Moonthread	5	41	40	367	Merchants of Felwithe	1	0	62027
felwitheb	Southern Felwithe	0	7215	62028	Merchant_Yisasan	5	41	40	367	Merchants of Felwithe	1	0	62028
felwitheb	Southern Felwithe	0	7218	62031	Merchant_Earlyn	5	41	40	367	Merchants of Felwithe	1	0	62031
felwitheb	Southern Felwithe	0	7211	62024	Guard_Tynthal	106	3	42	256	Emerald Warriors	1	0	0
felwitheb	Southern Felwithe	0	7212	62025	Guard_Psape	106	3	42	256	Emerald Warriors	1	0	0
felwitheb	Southern Felwithe	0	7221	62034	Guard_Spioko	106	3	42	256	Emerald Warriors	1	0	0
felwitheb	Southern Felwithe	0	7222	62035	Guard_Golyn	106	3	42	256	Emerald Warriors	1	0	0
felwitheb	Southern Felwithe	0	7216	62029	Merchant_Lyssia	5	41	43	367	Merchants of Felwithe	1	0	62029
felwitheb	Southern Felwithe	0	5665	62018	Farios_Elianos	5	12	50	690	Keepers of the Art	1	1	0
felwitheb	Southern Felwithe	0	5664	62017	Elishia_Leafrunner	5	14	55	933	Keepers of the Art	1	1	0
felwitheb	Southern Felwithe	0	1303	62000	Joren_Nobleheart	5	3	60	1401	Deepwater Knights	1	1	0
felwitheb	Southern Felwithe	0	5666	62019	Tarker_Blazetoss	5	31	61	848	Keepers of the Art	1	1	0
felwitheb	Southern Felwithe	0	5667	62020	Kinool_Goldsinger	5	33	61	848	Keepers of the Art	1	1	0
felwitheb	Southern Felwithe	0	5668	62021	Niola_Impholder	5	32	61	741	Keepers of the Art	1	1	0
felwitheb	Southern Felwithe	0	7223	62036	Yuin_Starchaser	5	33	61	741	Keepers of the Art	1	1	0
felwitheb	Southern Felwithe	0	53522	62037	Thwinose_Vilgarn	5	1	65	0	NULL	1	1	0
freporte	East Freeport	0	5944	10005	a_large_rat	36	1	1	0	NULL	21	0	0
freporte	East Freeport	0	5943	10001	a_bat	34	1	1	38	Noobie Monsters KOS to Guards	21	0	0
freporte	East Freeport	0	4147	10004	a_decaying_skeleton	367	1	1	38	Noobie Monsters KOS to Guards	3	0	0
freporte	East Freeport	0	4148	10134	a_stonesnake	37	1	1	38	Noobie Monsters KOS to Guards	21	0	0
freporte	East Freeport	0	4171	10013	a_rodent	36	1	1	0	NULL	21	0	0
freporte	East Freeport	0	54753	10155	#Translocator_Setikan	12	12	1	614	Beta Neutral	1	1	0
freporte	East Freeport	0	5947	10002	a_deathfist_pawn	54	1	2	213	Death Fist Orcs	1	0	0
freporte	East Freeport	0	5946	10003	a_decaying_skeleton	367	1	2	38	Noobie Monsters KOS to Guards	3	0	0
freporte	East Freeport	0	5945	10006	a_fire_beetle	22	1	2	982	Nature Animal - Beetle	22	0	0
freporte	East Freeport	0	5765	10178	Lydl_the_Great	1	12	2	186	Dismal Rage	1	0	0
freporte	East Freeport	0	4150	10138	Jyle_Windshot	1	9	3	222	Faydarks Champions	1	1	0
freporte	East Freeport	0	4153	10193	Lyda_Nasin	1	1	3	93	Coalition of Tradefolk	1	1	0
freporte	East Freeport	0	4169	10028	a_shark	61	1	3	79	KOS	21	0	0
freporte	East Freeport	0	5765	10181	Lydl_the_Great	1	12	3	186	Dismal Rage	1	0	0
freporte	East Freeport	0	4150	10175	Jyle_Windshot	1	9	4	222	Faydarks Champions	1	1	0
freporte	East Freeport	0	4158	10145	Rin_Distlemor	55	9	4	340	The Freeport Militia	1	0	0
freporte	East Freeport	0	4169	10167	a_shark	61	1	4	79	KOS	21	0	0
freporte	East Freeport	0	4141	10150	Jak_Sindin	55	9	4	186	Dismal Rage	1	0	0
freporte	East Freeport	0	5765	10162	Lydl_the_Great	1	12	4	186	Dismal Rage	1	0	0
freporte	East Freeport	0	4150	10008	Jyle_Windshot	1	9	5	222	Faydarks Champions	1	1	0
freporte	East Freeport	0	4158	10017	Rin_Distlemor	55	9	5	340	The Freeport Militia	1	0	0
freporte	East Freeport	0	4169	10146	a_shark	61	1	5	79	KOS	21	0	0
freporte	East Freeport	0	1283	10180	a_wolf	42	1	5	80	KOS_animal	21	0	0
freporte	East Freeport	0	5949	10166	Orc_Centurion	54	1	6	698	Death Fist Orcs	1	0	0
freporte	East Freeport	0	4158	10170	Rin_Distlemor	55	9	6	340	The Freeport Militia	1	0	0
freporte	East Freeport	0	4141	10045	Jak_Sindin	55	9	6	186	Dismal Rage	1	0	0
freporte	East Freeport	0	4157	10016	Olunea_Miltin	1	1	8	699	The Freeport Militia	1	1	0
freporte	East Freeport	0	5765	10159	Orc_Centurion	54	1	8	698	Death Fist Orcs	1	0	0
freporte	East Freeport	0	4154	10012	Imxil_Tbrow	6	1	10	142	Coalition of Tradefolk Underground	1	1	0
freporte	East Freeport	0	4167	10026	Brunar_Rankin	2	9	10	175	Coalition of Tradefolk	1	0	0
freporte	East Freeport	0	5873	10113	Zenita_D`Rin	6	9	10	151	Coalition of Tradefolk	1	1	0
freporte	East Freeport	0	4167	10173	Brunar_Rankin	2	9	11	175	Coalition of Tradefolk	1	0	0
freporte	East Freeport	0	5873	10153	Zenita_D`Rin	6	9	12	151	Coalition of Tradefolk	1	1	0
freporte	East Freeport	0	5887	10127	Grendig	8	1	12	752	Merchants of Kaladim	1	1	0
freporte	East Freeport	0	4152	10010	Giz_Dinree	6	9	14	862	Ebon Mask	1	1	0
freporte	East Freeport	0	5882	10122	Gren_Frikniller	11	9	14	142	Coalition of Tradefolk Underground	1	1	0
freporte	East Freeport	0	4154	10182	Talym_Shoontar	2	1	15	17	Karana Residents	1	1	0
freporte	East Freeport	0	4146	10050	Canlan_Talespinner	1	1	15	179	League of Antonican Bards	1	0	0
freporte	East Freeport	0	5888	10128	Rigg_Nostra	1	9	15	338	Coalition of Tradefolk Underground	1	1	0
freporte	East Freeport	0	5940	10141	Trolon_Lightleer	1	1	15	179	League of Antonican Bards	1	0	0
freporte	East Freeport	0	4149	10176	Swiftfingers	12	9	16	142	Coalition of Tradefolk Underground	1	0	0
freporte	East Freeport	0	4152	10177	Giz_Dinree	6	9	16	862	Ebon Mask	1	1	0
freporte	East Freeport	0	5844	10084	Guard_Fentallin	44	1	16	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	4149	10007	Swiftfingers	12	9	17	142	Coalition of Tradefolk Underground	1	0	0
freporte	East Freeport	0	4151	10009	Scar	6	9	18	142	Coalition of Tradefolk Underground	1	0	0
freporte	East Freeport	0	5751	10147	Henna_Treghost	71	41	18	93	Coalition of Tradefolk	1	0	382134
freporte	East Freeport	0	4126	10064	Gregor_Nasin	44	41	19	255	Coalition of Tradefolk Underground	1	1	382135
freporte	East Freeport	0	5764	10160	Biggle_Limbokker	11	9	19	0	NULL	1	0	0
freporte	East Freeport	0	5764	10164	Tykar_Renlin	55	9	19	648	Truespirit	1	1	0
freporte	East Freeport	0	4153	10011	Lunce_Nasin	44	41	20	125	Coalition of Tradefolk Underground	1	1	382139
freporte	East Freeport	0	4154	10195	Groflah_Steadirt	8	41	20	752	Merchants of Kaladim	1	1	999999
freporte	East Freeport	0	4134	10051	Nesin_Tapper	44	41	20	125	Coalition of Tradefolk Underground	1	1	10051
freporte	East Freeport	0	5752	10062	Winda_Lylil	71	41	20	96	Coalition of Tradefolk	1	0	10062
freporte	East Freeport	0	5940	10158	Branis_Noolright	1	8	20	1202	League of Antonican Bards	1	1	0
freporte	East Freeport	0	5751	10063	Henna_Treghost	71	41	21	93	Coalition of Tradefolk	1	0	382134
freporte	East Freeport	0	4126	10171	Gregor_Nasin	44	41	21	255	Coalition of Tradefolk Underground	1	1	382135
freporte	East Freeport	0	5764	10157	Tykar_Renlin	55	9	21	648	Truespirit	1	1	0
freporte	East Freeport	0	5764	10179	Biggle_Limbokker	11	9	21	0	NULL	1	0	0
freporte	East Freeport	0	5751	10172	Henna_Treghost	71	41	22	93	Coalition of Tradefolk	1	0	382134
freporte	East Freeport	0	5872	10112	Palatos_Kynarn	3	14	22	328	Craftkeepers	1	1	0
freporte	East Freeport	0	5850	10090	Prasen_Rusgor	44	41	24	186	Dismal Rage	1	0	10090
freporte	East Freeport	0	4152	10139	Bait_Masterson	1	1	25	136	Deepwater Knights	1	0	0
freporte	East Freeport	0	4155	10014	Jasmine_Yiur	1	1	25	748	League of Antonican Bards	1	1	0
freporte	East Freeport	0	4135	10052	Harg_Tonicka	44	41	25	125	Coalition of Tradefolk Underground	1	0	382141
freporte	East Freeport	0	5874	10114	Fabian	1	1	25	179	League of Antonican Bards	1	1	0
freporte	East Freeport	0	5940	10165	Palana_Willin	7	1	25	0	NULL	1	0	0
freporte	East Freeport	0	5871	10152	Guard_Bittmin	44	1	27	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	4162	10021	Guard_Orpheen	44	1	28	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	5849	10089	Banor_Raglesin	44	41	28	186	Dismal Rage	1	0	10089
freporte	East Freeport	0	5871	10174	Guard_Bittmin	44	1	28	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	4162	10142	Guard_Orpheen	44	1	29	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	5869	10109	Guard_Nlool	44	1	29	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	5871	10111	Guard_Bittmin	44	1	29	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	4149	10135	Bronto_Thudfoot	10	1	30	423	Wolves of the North	1	1	0
freporte	East Freeport	0	4161	10020	Guard_Xyxax	44	1	30	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	4163	10022	Guard_Yandellen	44	1	30	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	5754	10060	Runthar	1	1	30	699	The Freeport Militia	1	0	0
freporte	East Freeport	0	5848	10088	Celanie_Xtoria	44	41	30	186	Dismal Rage	1	0	10088
freporte	East Freeport	0	5869	10151	Guard_Nlool	44	1	30	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	5870	10110	Guard_Drake	44	1	30	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	5885	10125	Quan_Nektogo	1	9	30	338	Coalition of Tradefolk Underground	1	1	0
freporte	East Freeport	0	5886	10126	Jerra_Renlock	1	9	30	338	Coalition of Tradefolk Underground	1	1	0
freporte	East Freeport	0	5939	10133	Exterminator_Larkey	1	1	30	11	The Freeport Militia	1	1	0
freporte	East Freeport	0	5764	10156	Lozani	12	12	30	746	Merchants of Ak`Anon	1	1	0
freporte	East Freeport	0	5764	10163	Plnorrick_Spinecracker	9	1	30	12	Steel Warriors	1	0	0
freporte	East Freeport	0	5764	10186	Tlin_Bowfright	4	1	30	127	Faydarks Champions	1	0	0
freporte	East Freeport	0	13040	10184	Rolfic_Gohar	1	41	30	96	Coalition of Tradefolk	1	1	10184
freporte	East Freeport	0	4166	10148	Guard_Dreikin	44	1	31	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	4154	10199	Sir_Edwin_Motte	1	3	33	131	Steel Warriors	1	0	0
freporte	East Freeport	0	4166	10025	Guard_Dreikin	44	1	33	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	4160	10168	Guard_Popal	44	1	34	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	4151	10136	Lenka_Stoutheart	2	1	35	166	Merchants of Halas	1	1	0
freporte	East Freeport	0	4160	10144	Guard_Popal	44	1	35	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	4140	10044	Tarn_Bearcrusher	1	1	35	338	Coalition of Tradefolk Underground	1	0	0
freporte	East Freeport	0	5845	10085	Guard_Nekropo	44	1	35	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	5935	10129	Verona_Rankin	1	9	35	338	Coalition of Tradefolk Underground	1	1	0
freporte	East Freeport	0	4160	10019	Guard_Popal	44	1	36	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	4164	10023	Guard_Quallith	44	1	36	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	4165	10024	Guard_Goemin	44	1	36	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	4159	10018	Guard_Zeph	44	1	37	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	4164	10143	Guard_Quallith	44	1	37	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	4168	10027	Guard_Zintrin	44	1	37	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	4156	10015	Guard_Hirazen	44	1	40	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	4170	10029	a_grubby_rogue	11	9	40	0	NULL	1	0	0
freporte	East Freeport	0	5941	10038	Ralfson_Gerositan	1	41	40	96	Coalition of Tradefolk	1	0	10038
freporte	East Freeport	0	4136	10040	Saxarivza_Zaxun	6	2	40	801	Priests of Innoruuk	1	0	0
freporte	East Freeport	0	4172	10030	Tagus_Wunne	71	41	45	186	Dismal Rage	1	0	10030
freporte	East Freeport	0	4173	10031	Sermio_Capret	44	41	45	186	Dismal Rage	1	0	10031
freporte	East Freeport	0	4174	10032	Itzia_Vunpe	71	41	45	186	Dismal Rage	1	0	10032
freporte	East Freeport	0	4175	10033	Ainla_Yurimar	71	41	45	186	Dismal Rage	1	0	10033
freporte	East Freeport	0	4176	10034	Hundle_Quatvel	44	41	45	186	Dismal Rage	1	0	10034
freporte	East Freeport	0	4177	10035	Peku_Croxe	44	41	45	186	Dismal Rage	1	0	10035
freporte	East Freeport	0	4178	10036	Mika_Fugas	71	41	45	186	Dismal Rage	1	0	10036
freporte	East Freeport	0	4138	10042	Innkeep_Paggie	71	41	45	96	Coalition of Tradefolk	1	1	10042
freporte	East Freeport	0	4139	10043	Innkeep_Rastle	44	41	45	125	Coalition of Tradefolk Underground	1	1	10043
freporte	East Freeport	0	4142	10046	Jenna_Smith	71	41	45	96	Coalition of Tradefolk	1	0	383206
freporte	East Freeport	0	4143	10047	Klan_Smith	44	41	45	93	Coalition of Tradefolk	1	0	10047
freporte	East Freeport	0	4144	10048	Gord_Smith	44	41	45	93	Coalition of Tradefolk	1	0	10048
freporte	East Freeport	0	4145	10049	Lynda_Tapper	71	41	45	96	Coalition of Tradefolk	1	0	383096
freporte	East Freeport	0	4133	10053	Tohsan_Hallard	44	41	45	93	Coalition of Tradefolk	1	1	382143
freporte	East Freeport	0	5756	10058	Innkeep_Nasumi	71	41	45	96	Coalition of Tradefolk	1	0	382121
freporte	East Freeport	0	5755	10059	Innkeep_Hunter	44	41	45	125	Coalition of Tradefolk Underground	1	0	382115
freporte	East Freeport	0	5753	10061	Jaleel_Hoglomp	71	41	45	96	Coalition of Tradefolk	1	0	10061
freporte	East Freeport	0	4127	10065	Tanlok_Harson	44	41	45	125	Coalition of Tradefolk Underground	1	0	10065
freporte	East Freeport	0	4128	10066	Iseba_Gargurd	44	41	45	125	Coalition of Tradefolk Underground	1	0	10066
freporte	East Freeport	0	4129	10067	Tarker_Gargurd	44	41	45	125	Coalition of Tradefolk Underground	1	0	10067
freporte	East Freeport	0	4130	10068	Sissin_Tanner	71	41	45	96	Coalition of Tradefolk	1	0	10068
freporte	East Freeport	0	4131	10069	Sanhan_Tanner	44	41	45	125	Coalition of Tradefolk Underground	1	0	10069
freporte	East Freeport	0	4125	10070	Winsa_Tanner	71	41	45	125	Coalition of Tradefolk Underground	1	0	10070
freporte	East Freeport	0	4124	10071	Winlar_Tanner	44	41	45	125	Coalition of Tradefolk Underground	1	0	10071
freporte	East Freeport	0	5750	10072	Ston_O`Donner	44	41	45	125	Coalition of Tradefolk Underground	1	0	10072
freporte	East Freeport	0	5749	10073	Myrissa_O`Donner	71	41	45	96	Coalition of Tradefolk	1	0	10073
freporte	East Freeport	0	1320	10074	Slan_ODonner	44	41	45	125	Coalition of Tradefolk Underground	1	0	383036
freporte	East Freeport	0	5700	10075	Monita_O`Donner	71	41	45	96	Coalition of Tradefolk	1	0	10075
freporte	East Freeport	0	5705	10076	Cloud_Alemaker	71	41	45	93	Coalition of Tradefolk	1	0	10076
freporte	East Freeport	0	5706	10077	Tislan	71	41	45	96	Coalition of Tradefolk	1	0	10077
freporte	East Freeport	0	5707	10078	River_Alemaker	44	41	45	125	Coalition of Tradefolk Underground	1	0	382090
freporte	East Freeport	0	5708	10079	Sun_Alemaker	71	41	45	96	Coalition of Tradefolk	1	0	382094
freporte	East Freeport	0	5709	10080	Valentin_Fireheart	71	41	45	96	Coalition of Tradefolk	1	0	10080
freporte	East Freeport	0	5710	10081	Ikthar_Fireheart	44	41	45	125	Coalition of Tradefolk Underground	1	1	10081
freporte	East Freeport	0	5711	10082	Sir_Ranlon	44	41	45	356	Knights of Truth	1	0	10082
freporte	East Freeport	0	5712	10083	Kif	44	41	45	125	Coalition of Tradefolk Underground	1	0	10083
freporte	East Freeport	0	5846	10086	Jillian_Dayson	71	41	45	96	Coalition of Tradefolk	1	0	10086
freporte	East Freeport	0	5847	10087	Issilyn_Ristan	71	41	45	93	Coalition of Tradefolk	1	0	10087
freporte	East Freeport	0	5937	10131	Daria_Smith	71	41	45	96	Coalition of Tradefolk	1	0	10131
freporte	East Freeport	0	13042	10190	Roghur_Muleson	8	41	45	753	Kaladim Merchants	1	0	10190
freporte	East Freeport	0	5843	10104	Tenni_Kohern	71	41	47	151	Coalition of Tradefolk	1	0	383111
freporte	East Freeport	0	5863	10103	Guard_Ranlan	44	1	48	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	5942	10039	Guard_Bribbely	44	1	50	11	The Freeport Militia	1	1	0
freporte	East Freeport	0	4132	10054	Guard_Wytiffin	44	1	50	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	5759	10055	Guard_Ullindin	44	1	50	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	5758	10056	Guard_Topplo	44	1	50	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	5757	10057	Guard_Sheg	44	1	50	11	The Freeport Militia	1	0	0
freporte	East Freeport	0	5876	10116	Wenden_Blackhammer	8	1	50	0	NULL	1	1	0
freporte	East Freeport	0	5877	10117	Kargek_Redblade	1	1	50	0	NULL	1	1	0
freporte	East Freeport	0	5936	10130	Jheron_Felkis	1	13	50	0	NULL	1	1	0
freporte	East Freeport	0	5938	10132	Priest_of_Discord	1	2	50	0	NULL	1	0	0
freporte	East Freeport	0	13039	10183	SirensBane	72	1	50	0	NULL	11	1	0
freporte	East Freeport	0	13041	10188	water_lily	240	1	50	0	NULL	11	0	0
freporte	East Freeport	0	5875	10115	Cartographer_Piri	1	12	60	0	NULL	1	1	0
freporte	East Freeport	0	4137	10041	Gartrog_Smitehammer	8	1	61	0	NULL	1	1	0
freporte	East Freeport	0	5851	10091	Thuzin_Kaver	1	30	61	186	Dismal Rage	1	0	0
freporte	East Freeport	0	5852	10092	Mheno_Raveus	1	30	61	186	Dismal Rage	1	0	0
freporte	East Freeport	0	5853	10093	Xelha_Nevagon	1	30	61	186	Dismal Rage	1	1	0
freporte	East Freeport	0	5854	10094	Opal_Darkbriar	6	30	61	140	Opal Darkbriar	1	1	0
freporte	East Freeport	0	5855	10095	Zhem_Xecia	1	21	61	388	The Dead	1	1	0
freporte	East Freeport	0	5856	10096	Brek_Stolrus	1	21	61	186	Dismal Rage	1	0	0
freporte	East Freeport	0	5857	10097	Vesagar_Nekio	1	21	61	186	Dismal Rage	1	1	0
freporte	East Freeport	0	5858	10098	Venox_Tarkog	1	21	61	186	Dismal Rage	1	1	0
freporte	East Freeport	0	5859	10099	Gunex_Eklar	1	24	61	186	Dismal Rage	1	1	0
freporte	East Freeport	0	5860	10100	Raltur_Caliskon	1	24	61	186	Dismal Rage	1	1	0
freporte	East Freeport	0	5861	10101	Netuk_Phenzon	1	24	61	186	Dismal Rage	1	1	0
freporte	East Freeport	0	5862	10102	Pietro_Zarn	1	24	61	186	Dismal Rage	1	1	0
freporte	East Freeport	0	5866	10105	Nestral_TGaza	6	28	61	151	Coalition of Tradefolk	1	1	0
freporte	East Freeport	0	5867	10106	Beur_Tenlah	1	28	61	151	Coalition of Tradefolk	1	1	0
freporte	East Freeport	0	5868	10108	Elisi_Nasin	1	28	61	151	Coalition of Tradefolk	1	1	0
freporte	East Freeport	0	5878	10118	Brutol_Rhaksen	2	20	61	186	Dismal Rage	1	1	0
freporte	East Freeport	0	5879	10119	Nexvok_Thirod	1	31	61	186	Dismal Rage	1	1	0
freporte	East Freeport	0	5880	10120	Konious_Eranon	1	33	61	186	Dismal Rage	1	1	0
freporte	East Freeport	0	5881	10121	Heneva_Jexsped	1	32	61	186	Dismal Rage	1	1	0
freporte	East Freeport	0	5884	10124	Marv_Orilis	1	30	61	186	Dismal Rage	1	1	0
freporte	East Freeport	0	5763	10154	Tovan_Tenlah	7	28	61	151	Coalition of Tradefolk	1	1	0
freporte	East Freeport	0	48115	10107	Harkin_Duskfoot	8	28	61	151	Coalition of Tradefolk	1	1	0
freporte	East Freeport	0	5948	10037	Xon_Stonehands	1	63	65	0	NULL	1	0	0
freporte	East Freeport	0	5883	10123	Miocaei_Herlsas	1	11	65	0	NULL	1	1	0
freporte	East Freeport	0	13043	10191	Soulbinder_Grunson	1	1	65	614	Beta Neutral	1	1	0
freporte	East Freeport	0	13044	10192	Freeport_Harbormaster	240	1	99	0	NULL	11	0	0
freportn	North Freeport	0	5663	8000	a_minnow	74	1	1	65	Knights of Truth	21	1	0
freportn	North Freeport	0	13036	8117	a_greater_spirit	120	10	1	648	Truespirit	7	1	0
freportn	North Freeport	0	5663	8012	a_piranha	74	1	2	623	KOS	21	0	0
freportn	North Freeport	0	7226	8113	Dunore_Moorwing	1	9	8	171	The Freeport Militia	1	0	0
freportn	North Freeport	0	7226	8096	Dunore_Moorwing	1	9	10	171	The Freeport Militia	1	0	0
freportn	North Freeport	0	5662	8001	Groflah_Steadirt	8	41	12	753	Kaladim Merchants	1	1	8001
freportn	North Freeport	0	7239	8109	Onytir_Seavin	12	1	15	0	NULL	1	0	0
freportn	North Freeport	0	1415	8041	Lysric_Loresinger	71	41	22	184	League of Antonican Bards	1	0	8041
freportn	North Freeport	0	7233	8103	Falia_Frikniller	11	41	23	156	Merchants of Rivervale	1	1	383070
