faction_id	faction_name	base_standing
257	Goblins of Cleaving Tooth	0
258	Goblins of Fire Peak	0
259	Goblins of Mountain Death	0
389	Golem	0
195	Goo	0
1500	Gor Taku	0
1812	Goral of Shard's Landing	0
171	Gorgon	0
91	Gorilla	0
1629	Gralloks	0
1611	Greater Brann Giants	0
631	Greater Fiend	0
1610	Greater Jord Giants	0
1138	Greater Shades of Zek	0
1613	Greater Vann Giants	0
1612	Greater Vind Giants	0
261	Green Blood Knights	0
1040	Greenfoot Goblins	0
1041	Grel	0
1815	Grendlaen of Shard's Landing	0
1555	Grieg	0
97	Griffon	0
533	Grimling	0
1723	Grimling Bandits	0
1558	Grimling Captives	0
1496	Grimling Defenders	0
1493	Grimling Invaders	0
1516	Grimlings of the Forest	0
1490	Grimlings of the Moor	0
142	Grobb Citizen	0
377	Grobb Guard	0
376	Grobb Merchants	0
564	Ground Shaker	0
582	Guard of Justice Race	0
1177	Guardian 	0
1198	Guardian Defense Forces	0
1625	Guardians of Justice	0
1857	Guardians of Konikor	0
1513	Guardians of Shar Vahl	0
1126	Guardians of the Dark Tower	0
1119	Guardians of the Grove	0
1600	Guardians of the Hatchling	0
1662	Guardians of the Living Earth	0
466	Guardians of the Shrine	0
263	Guardians of the Vale	0
467	Guardians of Veeshan	0
710	Guardians of War	0
1003	Guards of Gloomingdeep	0
262	Guards of Qeynos	0
410	Guide1	0
411	Guide2	0
413	Guide3	0
24	GUILDMASTERBARD	0
18	GUILDMASTERCLERIC	0
22	GUILDMASTERDRUID	0
30	GUILDMASTERENCHANTER	0
29	GUILDMASTERMAGICIAN	0
23	GUILDMASTERMONK	0
27	GUILDMASTERNECRO	0
19	GUILDMASTERPALADIN	0
20	GUILDMASTERRANGER	0
25	GUILDMASTERROGUE	0
26	GUILDMASTERSHAMAN	0
21	GUILDMASTERSK	0
17	GUILDMASTERWARRIOR	0
28	GUILDMASTERWIZARD	0
661	Guktan	0
1718	Guktan Elders	0
1758	Guktan Scouts	0
1720	Guktan Suppliers	0
516	Hag	0
140	Halas Citizen	0
57	Half Elf	0
61	Halfling	0
5006	Hall of the Ebon Mask	0
1541	Hand Legionnaries	0
1484	Hand of Seru	0
1822	Harbingers of Thule	0
161	Harpie	0
1835	Harrowing Horde	0
1509	Haven Defenders	0
1605	Haven Smuggler Associates	0
1542	Haven Smugglers	0
1486	Heart of Seru	0
1226	Herald Argoth	0
1227	Herald of Druzzil Ro	0
1821	Heralds of the Unspoken	0
265	Heretics	0
1767	Hexxt	0
266	High Council of Erudin	0
1716	High Council of Gukta	0
55	High Elf	0
267	High Guard of Erudin	0
117	High Hold Citizen	0
332	Highpass Guards	0
1676	Hills Revenant	0
517	Hippogriff	0
5036	HoHMaiden	0
457	Holgresh	0
247	Horde of Xalgoz	0
547	Horse	0
1510	House of Fordel	0
1511	House of Midst	0
1512	House of Stout	0
51	Human	0
105	Human Beggar	0
94	Human Guard (Race)	0
672	Human Pirate	0
1817	Hunters of Shard's Landing	0
1801	Iceshard Manor	0
1596	Idelia the Serene	0
178	Iksar	0
189	Iksar Citizen	0
491	Iksar Golem	0
497	Iksar Hand	0
199	Iksar Scorpion	0
492	Iksar Skeleton	0
1537	Iksar Temple Slaves	0
96	Imp	0
1575	Imps	0
5032	Indifferent	0
270	Indigo Brotherhood	0
1135	Infiltrators and Traitors of Ashengate	0
1661	Inhabitants of Air	0
1654	Inhabitants of Disease	-2000
248	Inhabitants of Firiona Vie	0
425	Inhabitants of Hate	0
715	Inhabitants of Rulnavis	0
424	Inhabitants of Sky	-2000
716	Inhabitants of Tamrel	0
1636	Inhabitants of Tanaan	0
1726	Inhabitants of Time	-2000
1650	Inhabitants of Tranquility	0
1655	Inhabitants of Valor	0
206	Innoruuk	0
173	Innoruuk (Race)	0
1735	Innoruuk's Curse of the Cauldron	0
1710	Innothule Monster	0
1086	Insurgents of Ro	0
5050	Invaders of the Moor	0
177	Invisible Man	0
721	Iron Legion	0
360	Iskar	0
1626	Jacosh Steldenn	0
272	Jaggedpine Treefolk	0
433	Jaled Dar	0
1531	Jharin	0
1524	Johanius Barleou	0
604	Junk Beast	0
536	Kahli Shah	0
696	Kaladim Citizen (Race)	0
144	Kaladim Citizens	0
5025	Kaladim Merchants	0
1560	Kanaad	0
273	Kane Bayle	0
1808	Kangon of Shard's Landing	0
207	Karana	0
366	Karana Bandits	0
609	Karana Race	0
345	Karana Residents	0
1855	Kar`Zok	0
1502	Katta Castellum Citizens	0
1165	Katta Elementals	0
1567	Katta Traitors	0
274	Kazon Stormhammer	0
153	Kedge	0
717	Keepers of Narikor	0
275	Keepers of the Art	0
5007	Keepers of the Claw	0
473	Kejek Village	0
5008	Kejekan	250
276	Kelethin Merchants	0
382	Kerra Isle	0
277	Kerra of Barren Coast	0
73	Kerran (Race)	0
1030	Kessdona	0
1529	Khala Dun	0
1532	Khati Sha	0
333	King Ak`Anon	0
5019	King Aythox Thex	0
278	King Naythox Thex	0
1846	King Naythox Thex Loyalists	0
1145	King Peleke	0
279	King Tearis Thex	0
1149	King Tondra	0
429	King Tormax	0
1147	King Vigdos	0
475	King Xorbb	0
1576	Kingdom of Above and Below	0
1180	Kirathas	0
1206	Kithicor Irregulars	0
269	Kithicor Residents	0
597	Knight of Pestilence	0
280	Knights of Thunder	0
281	Knights of Truth	0
98	Kobold	0
282	Kobolds of Fire Pit	0
1001	Kobolds of Gloomingdeep	-1000
1660	Koka'Vor Tribe	0
5013	KOS	-1000
1631	KOS All PC And Beta Neutral	0
5034	KOS Plane of Innovation	-2000
5033	KOS Plane of Nightmare	-2000
5045	KOS Plane of Storms	-2000
1606	KOS to Beta Neutral	0
5014	KOS_animal	0
5057	KoS_Gimlik	-1000
412	Krag	0
646	Kraken	0
419	Kromrif	0
448	Kromzek	0
5009	Kunark Fire Giants	-700
198	Kunark Fish	0
187	Kunark Goblin	0
109	Kunark Goblin (Race)	0
1674	Kyle Bayle	0
1675	Kyle Bayle's Royal Guard	0
1185	Ladies of the Light	0
1559	Lake Recondite Bandits	0
1020	Lanys T`Vyl	0
123	Launch	0
99	Lava Dragon	0
1756	LDoN Hostages	0
1731	LDoNEvil	0
1730	LDoNGood	0
284	League of Antonican Bards	0
154	Leech	0
441	Legion of Cabilis	0
1763	Legion of Mata Muram	0
1082	Legion of Rage	0
1124	Legion of Stonehive	0
1853	Legion of the Overking	0
1068	Legions of Sverag	0
598	Lepertoloth	0
1615	Lesser Brann Giants	-700
1614	Lesser Jord Giants	-700
1617	Lesser Vann Giants	-700
1616	Lesser Vind Giants	-700
1132	Lethar	0
1668	Lhranc the Disgraced	0
554	Lightcrawler	0
100	Lion	0
459	Lithiniath	0
1776	Living Steel	0
1795	Living Will of Alra	0
101	Lizard Man	0
1519	Lodikai	0
1872	Lords of Aalishai	0
1871	Lords of Esianti	0
1717	Lorekeepers of Gukta	0
1659	Lost Kingdom of Lok	0
1737	Lost Minions of Miragul	0
1114	Lost of the Windwillow	0
1186	Loyalists of Kerafyrm	0
1743	Loyals	0
1556	Luclin	0
1581	Luclin Friendly Monsters	0
1534	Luclin Monsters	0
676	Luggald	0
677	Luggald Armored	0
678	Luggald Robed	0
572	Lujein	0
183	Lycanthrope	0
1128	Madcaps - Mushroom Men	0
5040	Madmen	-1000
13	Magician	0
1504	Magus Conlegium	0
1859	Majestic Centurion Alliance	0
596	Malarian	0
157	Mammoth	0
493	Man-Eating Plant	0
503	Manticore	0
285	Mayong Mistmoore	0
286	Mayor Gubbin	0
287	Meldrath	0
720	Memorial Gnomelike	0
602	Mephit	0
700	Mercenary Coalition	0
32	Merchant	0
288	Merchants of Ak`Anon	0
289	Merchants of Erudin	0
325	Merchants of Felwithe	0
328	Merchants of Halas	0
331	Merchants of Highpass	0
290	Merchants of Kaladim	0
338	Merchants of Oggok	0
291	Merchants of Qeynos	0
292	Merchants of Rivervale	0
160	Mermaid	0
5018	Mermaids	0
102	Mimic	0
293	Miners Guild 249	0
322	Miners Guild 628	0
1633	Minions of Coirnav	0
1669	Minions of Enmity	0
1649	Minions of Fennin Ro	0
1670	Minions of Hope	0
1194	Minions of Meldrath	0
1760	Minions of Mischief	0
1785	Minions of Prexus	0
719	Minions of Rot	0
455	Minions of Scale	0
1168	Minions of Solusek Ro	0
1781	Minions of the Sun	0
1574	Minions of the Sunlord	0
1025	Minions of Tirranun	0
428	Minions of Underfoot	0
1780	Minions of War	0
1109	Minohten	0
103	Minotaur	0
294	Miragul	0
583	Mischief Castle	0
208	Mithaniel Marr	0
627	Mithaniel Marr (Race)	0
1225	Mitius, Herald of Change	0
7	Monk	0
395	Morawk	0
1240	Morell-Thule	0
184	Mosquito	0
5022	Mountain Death Clan	-700
612	Mouths of Insanity	0
373	Mucktail Gnolls	0
5017	Murrissa Sandwhisper	0
576	Mutant Fly	0
566	Mutant Humanoid	0
5037	Nadox Clan	-1000
1703	Nadox Initiate	0
249	Nagafen	0
372	Najena	0
1505	Nathyn Illuminious	0
1136	Nature Animal	0
1154	Nature Animal - Basilisk	0
1158	Nature Animal - Bear	0
1159	Nature Animal - Beetle	-500
1153	Nature Animal - Crocodile	0
1160	Nature Animal - Fish	0
1155	Nature Animal - Shark	0
1152	Nature Animal - Snake	0
1156	Nature Animal - Spider	0
1157	Nature Animal - Wolf	0
1841	Nature Soul - Earth	0
1839	Nature Soul - Fire	0
1840	Nature Soul - Water	0
1842	Nature Soul - Wood	0
11	Necromancer	0
617	Necromancer Priest	0
5031	Needlite	-500
127	Neriak Citizen	0
1848	Neriak Fourth Gate Residents	0
371	Neriak Ghoul	0
352	Neriak Inner	0
5043	Neriak Merchants	0
353	Neriak Ogre	0
351	Neriak Outer	0
354	Neriak Troll	0
1034	Nest Guardians	0
560	Netherbian	0
1553	Netherbian Ambush	0
1554	Netherbian Caravan	0
1539	Netherbians	0
1566	Netok Tribe	0
1595	New Alliance of Stone	0
391	New Combine	0
390	New Combine Guards	0
1139	Newbie Guard	0
1724	Newbie Monster	0
611	Nightmare Gargoyle	0
608	Nightmare Goblin	0
625	Nightmare Mephit	0
595	Nightmare Wraith	0
618	Nightmare, Planar	0
1121	Nightmoon Kobolds	0
1761	Nihil	0
5038	Nitram	0
0	NoFaction	0
5023	Noobie Monsters KOS to Guards	0
1023	Norrath's Keepers	0
1580	Nurga Goblins	0
1111	Nymphs of the Darkwater	0
1110	Nymphs of the Windwillow	0
1805	Oashim of Shard's Landing	0
1221	Oceangreen Residents	0
143	Oggok Citizen	-1500
337	Oggok Guards	0
374	Oggok Resident	0
5026	Ogguk Residents	0
60	Ogre	0
671	Ogre Pirate	0
5010	Ogre Warriors	0
1526	Old Disciples of Kerafyrm	0
5042	OmensBatRat	0
296	Opal Darkbriar	0
402	Oracle of K`Arnon	0
403	Oracle of Marud	0
104	Orc	-500
1774	Orcakar Players	0
1570	Order of Autarkic Umbrage	0
1787	Order of Radiance	0
342	Order of Three	0
1741	Orphans	0
432	Othmir	-50
521	Otter Man	0
1582	Outcasts and Mutants	0
1013	Overlord Mata Muram	0
537	Owlbear	0
1497	Owlbear Defenders	0
1494	Owlbear Invaders	0
1492	Owlbears of the Moor	-1000
1518	Pack of the Great Moon	0
283	Pack of Tomar	0
463	Paebala	0
3	Paladin	0
1713	Paladins of Gukta	0
297	Paladins of Underfoot	0
5046	Paludal_Mushrooms	-1000
5047	Paludal_Underbulk	-500
1790	Paragons of Purity	0
1792	Paragons of Shadows	0
1794	Paragons of the Arcane	0
1796	Paragons of Will	0
298	Peace Keepers	0
175	Pegasus	0
470	Peoples Republic of Thurgadin	0
1806	Pests of Shard's Landing	0
5027	Phingel Autropos	-1000
299	Phinigel Autropos	0
634	Phoenix	0
365	Pickclaw Goblins	-1000
124	Piranha	0
666	Pirate Boss	0
667	Pirate Dark Shaman	0
668	Pirate Officer	0
313	Pirates of Gunthak	0
447	Pirates of Iceclad	0
1601	Pirates of the Pine	0
692	Pixie (Race)	-50
106	Pixies of Faydwer	0
1766	Pixtt	0
1607	Plague Bringer	0
1201	Plaguebringer Parishioners	0
1738	Planar Collective	0
5044	Planes_Neutral	0
1150	Platinum Efreeti	0
674	Poison Arrow Frog	0
647	Poison Frog	0
591	POP Bat	0
571	Portal Man (Race)	0
573	Potamide	0
209	Prexus	0
340	Priests of Innoruuk	0
341	Priests of Life	0
362	Priests of Marr	0
300	Priests of Mischief	0
301	Priests of Nagafen	0
1220	Primal Crystallines	0
1522	Primordial Malice	0
529	Prismatic Dragon	0
1627	Prisoners of Justice	0
1207	Prisoners of the Dark Elves	0
1744	Progeny	0
469	Protectors of Growth	0
1709	Protectors of Gukta	0
302	Protectors of Pine	0
126	Puma	0
1814	Pumas of Shard's Landing	0
1789	Purity of Alra	0
601	Pusling	0
693	Qeynos Citizen (Race)	0
121	Qeynos Citizens	0
1005	Qeynos Elite Watch	0
1849	Qeynos Guards of West Karana	0
635	Quarm (Race)	0
303	Queen Cristanos Thex	0
1847	Queen Cristanos Thex Loyalists	0
210	Quellious	0
648	Queztocoatal	0
192	Race Faction (192)	0
193	Race Faction (193)	0
510	Race Faction (510)	0
511	Race Faction (511)	0
528	Race Faction (528)	0
535	Race Faction (535)	0
632	Race Faction (632)	0
80	Race Faction (80)	0
1073	Ragefang	0
1053	Ragepaw	0
211	Rallos Zek	0
116	Rallos Zek (Race)	0
656	Rallos Zek Minion	0
619	Rallos Zek Race Faction	0
1638	Rallos Zek, The Warlord	0
1213	Rallosian Guards	0
1216	Rallosian Invaders	0
4	Ranger	0
494	Raptor	0
1215	Rathe Council	0
1218	Rathe Council Defenders	0
1217	Rathe Living Heaps	0
487	Ratman	0
1657	Rats of Justice	0
1768	Rav	0
1069	Ravenous Undead	0
130	Reanimated Hand	0
568	Recuso	0
1071	Redfist Legionnaires	0
414	Residents of Fear	0
5039	Residents of Gloomingdeep	0
1707	Residents of Gunthak	-1000
1597	Residents of Jaggedpine	0
5011	Residents of Karanas	0
1199	Residents of the Glade	0
1702	Resistance Miners	0
185	Rhino	0
538	Rhino Beetle	0
1007	Riftseekers	0
1031	Rikkukin	0
304	Ring of Scale	0
398	Riptide Goblins	0
131	Rivervale Guard	0
509	Rock Gem Man	0
531	Rockhopper	0
212	Rodcet Nife	0
9	Rogue	0
305	Rogues of the White Rose	0
5012	Root of Innuruuk	0
1752	Royal Attendants	0
1745	Rujarkian Slavers	0
348	Runnyeye A	0
349	Runnyeye B	0
350	Runnyeye C	0
407	Ry`Gorr Clan Snow Orcs	0
169	Saber-toothed Cat	0
306	Sabertooths of Blackburrow	0
1755	Sandworkers	0
181	Sarnak	0
307	Sarnak Collective	0
495	Sarnak Golem	0
486	Sarnak Skeleton	0
614	Saryrn Race	0
1586	Savage Spirit	0
445	Scaled Mystics	0
132	Scarecrow	0
552	Scarlet Cheetah	0
1807	Scavengers of Shard's Landing	0
1134	Scholars of Solusek	0
1058	Scions of Dreadspire	-2000
1036	Scorchclaw Goblins	0
1861	Scorpiki	0
179	Scorpion	0
1589	Scourge	0
5054	Scout_Guke	350
399	Sea Furies	0
166	Sea Horse	0
525	Sea Turtle	0
1229	Sebilisian Empire	0
1786	Seekers of Splendor	0
1130	Selay	0
1811	Selyrah of Shard's Landing	0
1017	Senior Guides of Norrath	0
1483	Seru	0
567	Seru Race	0
1864	Servants of Aalishai	0
1543	Servants of Aero	0
1863	Servants of Esianti	0
1546	Servants of Hydro	0
1545	Servants of Inferno	0
1866	Servants of Loruella	0
1865	Servants of Mearatas	0
1624	Servants of Saryrn	0
1544	Servants of Terra	0
1090	Servants of the Compact	0
1757	Servants of the First Witness	-1100
1797	Servants of the Song	0
438	Servants of Tunare	0
555	Shade	0
1791	Shades of Alra	0
1100	Shades of Zek	0
416	Shadowed Men	0
5	ShadowKnight	0
308	Shadowknights of Night Keep	0
1052	Shadowmane	0
1501	Shak Dratha	0
10	Shaman	0
1715	Shaman of Gukta	0
327	Shamen of Justice	0
394	Shamen of War	0
347	Shark	0
111	Shark (Race)	0
1141	Sharpeye's Reef Runners	0
1571	Shei Vinitras	0
689	Shik Nar (Race)	0
530	Shik Nar of Fungus Grove	0
690	Shik Nar of Mons Letalis	0
1054	Shiliskin Empire	-2000
122	Ship	0
688	Shissar (Race)	0
548	Shissar of Chelsith	0
1487	Shoulders of Seru	0
364	Shralok Orcs	0
558	Shrieker	0
309	Silent Fist Clan	0
1223	Silla Herald	0
518	Siren	0
1166	Sirens of Maiden's Grave	0
1246	Sirens of the Endless Cavern	0
434	Sirens of the Grotto	0
613	Skeletal Horse	0
110	Skeleton	0
133	Skunk	0
5028	Sky Talons	0
397	Sky Talons (good)	50
592	Slarghilug	0
1000	Slaves of Gloomingdeep	0
134	Snake Elemental	0
1813	Snakes of Shard's Landing	0
507	Snow Bunny	0
501	Snow Dervish	0
439	Snowfang Gnolls	-25
585	Sol Ro Guard	0
713	Soldiers of Tallon	0
310	Soldiers of Tunare	0
714	Soldiers of Vallon	0
323	Solusek Mining Co.	0
213	Solusek Ro	0
108	Solusek Ro (Race)	0
578	Solusek Ro New	0
401	Song Weavers	0
563	Sonic Wolf	0
1498	Sonic Wolf Defenders	0
1495	Sonic Wolf Invaders	0
1491	Sonic Wolves of the Moor	0
581	Spectral Banshee	0
197	Spectral Iksar	0
196	Spectral Sarnak	0
135	Spectre	0
665	Spectre Pirate Boss	0
136	Sphinx	0
1151	Sphinx of Atiiki	0
562	Spire Spirit	0
1527	Spire Spirits	0
1748	Spiritbound	0
1064	Spirits of Arcstone	0
1538	Spirits of Katta Castellum	0
1608	Spirits of Lxanvom	0
1125	Spirits of Nokk	0
170	SpiritWolf	0
427	Spirocs of Timorous	0
321	Split Paw Clan	0
474	Sporali	0
1048	Sporali Collective	0
1652	Stampeding War Boar	0
311	Steel Warriors	0
1747	Steelcrown	0
1749	Steelslaves	0
1032	Stillmoon Acolytes	0
378	Stone Hive Bixies	0
551	Stonegrabber	0
1117	Stonemight Goblins	0
643	Storm Celestial	0
642	Storm Fire	0
520	Storm Giant	0
312	Storm Guard	0
1618	Storm Guardians	0
639	Storm Kuraaln	0
641	Storm Mana	0
355	Storm Reapers	0
638	Storm Satuur	0
637	Storm Taarid	0
640	Storm Volaas	0
1078	Stormbreaker Furies	0
603	Stormrider	0
1143	Stormscape Aviaks	0
557	Sun Revenant	0
556	Sunflower	0
1146	Sunstone Goblins	0
343	Surefall Protected Animals	0
1742	Sustainers	0
5016	Swamp Giants of Kunark	0
444	Swift Tails	0
155	Sword Fish	0
1739	Synarcana	0
1725	Syrik Iceblood	0
314	Syth of Permafrost	0
1639	Tallon Zek	0
621	Tallon Zek Race Faction	0
1231	Tanglefuse's Clockworks	0
577	Tarew Marr	0
1565	Tarmok Tribe	0
1530	Taruun	0
546	Tegi	0
5029	Temple Of Sol Ro	0
415	Temple of Solusek Ro	0
118	Tentacle	0
588	Terris-Thule	0
1824	Terrorwing	0
1514	Testfaction	0
1205	Thaulen Teir'Duuren	0
1819	The Believers	0
1127	The Blightfire Tainted	0
1573	The Bloodtribe	0
1181	The Borrowers	0
1746	The Broken	0
1860	The Clawdigger Clan	0
1820	The Conscripted	0
1550	The Cral Ligi Clan	0
1167	The Cursed of Monkey Rock	0
1174	The Cursed of Monkey Rock (Instance)	0
1642	The Damned of Narikor	0
1046	The Dark Alliance	0
1047	The Dark Suppliers	0
239	The Dead	0
1646	The Decorus	0
1643	The Diaku	0
718	The Disgraced	0
1827	The Displaced	0
1829	The Ember	0
1192	The Fallen	0
446	The Forsaken	0
330	The Freeport Militia	0
1644	The Gindan	0
1800	The Godblooded	0
1549	The Grol Baku Clan	0
1045	The Guardian's Alliance	0
1044	The Guardians	0
1645	The Hendin	0
452	The Hotwingz	0
1072	The Irebound	0
295	The Kromdek	0
250	The Kromdul	0
1679	The Kromtus	0
1773	The Moon	0
1663	The Protectorate of the Twelve	0
1619	The Rainkeeper	0
629	The Rathe	0
1488	The Recuso	0
1563	The Sambata Tribe	0
468	The Sleeper	0
1828	The Sol'Dal	0
363	The Spurned	0
1772	The Sun	0
1681	The Thaell Ew	0
1551	The Tro Jeg Clan	0
1577	The Truth	0
1826	The Unearthers	0
1548	The Vas Ren Clan	0
1074	The Venom Swarm	0
1081	The Wall-Borne	0
1083	The Wretched	0
709	The Yendan	0
5048	The_Angry_Sambata	-30000
545	Thought Horror	0
1528	Thought Leeches	0
335	Thoughtbleeders of Fear	0
450	Thrall of Kly	0
1029	Thunder Guardians	0
383	Thunder Hooves	0
1148	Tidewater Goblins	0
113	Tiger	0
369	Timmerain Darkbrow	0
594	Tin Soldier	0
1024	Tirranun	0
465	Tizmak Clan	0
1700	Torgiran	0
616	Tormentor	0
1214	Toskirakk Merchants	0
1212	Toskirakk Slavers	0
1211	Toskirakk Slaves	0
504	Totem Man	0
1508	Traders of the Haven	0
315	Trakanon	0
69	Trakanon (Race)	0
593	Tranquilion	0
114	Treant	0
1620	Treants of Jaggedpine	0
1089	Tribe of the Nogdha	0
1732	Tribe Vrodak	0
214	Tribunal	0
482	Tribunal (Race)	0
587	Tribunal Race	0
1540	Troglodytes	0
59	Troll	0
662	Troll Buccaneer	0
663	Troll Freebooter	0
1721	Troll Raiders	0
664	Troll Sea Rover	0
675	Troll Zombie	0
1006	Troupe of Free Speakers	0
1084	Trueblood Coven	0
404	Truespirit	0
1637	Truespirit Companion	0
1762	Trusik Tribe	0
409	Tserrina Syl`Tor	0
1107	Tuffein	0
1108	Tuffein Leadership	0
215	Tunare	0
112	Tunare (Race)	0
381	Tunare's Martyrs 2	0
316	Tunare's Scouts	0
449	Tunarean Court	0
1764	Tunat`Muram	0
1224	Tynoc, Herald of Scale	0
431	Ulthork	0
655	Undead Footman	0
317	Undead Frogloks of Guk	0
628	Undead Knight	0
1706	Undead of Gunthak	0
5020	Undead Residents of Kithicor	-1000
532	Underbulk	-500
1233	Underfoot Autarchs	0
1232	Underfoot Citizens	0
1234	Underfoot Denizens	0
1236	Underfoot Devout	0
1235	Underfoot Protectors	0
1238	Underfoot Subversionists	0
174	Unicorn Nightmare	0
324	Unkempt Druids	0
386	Unrest Inhabitants	-501
1837	Ursarachnids	0
534	Vacuum Worm	0
180	Vah Shir	0
1552	Vah Shir Crusaders	0
570	Vah Shir Guard (Race)	0
569	Vah Shir King (Race)	0
565	Vah Shir Skeleton	0
1507	Valdanov Zevfeer	0
1103	Valdeholm Citizens	0
1503	Validus Custodus	0
1640	Vallon Zek	0
620	Vallon Zek Race Faction	0
649	Valorian (War Soldier)	0
115	Vampire	0
550	Vampire Volatalis	0
539	Vampyre	0
1823	Va`Ker	0
216	Veeshan	0
589	Vegerog	0
515	Velious Dragon	0
435	Velketor	0
318	Venril Sathir	0
70	Venril Sathir (Race)	0
1133	Vergalid	0
423	Verish Mal	0
1651	Victim of Torment	0
5041	VillagerRoom	0
1033	Vishimtar	0
1026	Volkara	0
1027	Volkara's Brood	0
1547	Vornol Transon	0
319	Vox	0
508	Walrus	0
522	Walrus Man	0
650	War Boar	0
1653	War Boar Piglet	0
652	War Boar Unarmored	0
644	War Wraith	0
472	Warders of The Claw	0
1701	Warlord Ngrub	0
1	Warrior	0
1712	Warriors of Gukta	0
1831	Warriors of Rodcet	0
159	Wasp	0
496	Water Dragon	0
542	Water Elemental (Race)	0
1759	Wayfarers Brotherhood	0
5035	WehateThelin	0
64	Werewolf	-1000
1836	Western Plains Bandits	0
544	Wetfang Minnow	0
1520	Whisperling	0
264	Whistling Fist Brotherhood	0
1038	Whitecap Goblins	0
1070	Wildfang	0
119	Will-O-Wisp	0
1197	Wind Nymphs	0
1733	Witnesses of Hate	0
12	Wizard	0
1714	Wizards of Gukta	0
92	Wolf	0
1816	Wolves of Shard's Landing	0
320	Wolves of the North	0
54	Wood Elf	0
380	Wood Elf Bards	0
1178	Workshop Workers Union	0
1104	Wraithguard	0
1105	Wraithguard Leadership	0
645	Wrulon	0
489	Wurm	0
488	Wyvern	0
1810	Wyverns of Shard's Landing	0
186	Xalgoz Race	0
630	Xegony	0
1678	Xulous of the Dead Hills	0
512	Yakman	0
1028	Yar`lir	0
436	Yelinak	0
188	Yeti	0
1770	Yunjo Slave Resistance	0
418	Zazamoukh	0
626	Zebuxoruk	0
659	Zebuxoruk's Cage (Race)	0
553	Zelniak	0
464	Zlandicar	-500
120	Zombie	0
1587	Zordak Ragefire	0
1765	Zun`Muram	0
